chapter_no,sentence
61,The allendale tragedy will only look like a tiny sparkler compared to what 's to come Provided that the merchandise survives the journey to ardhalis . the
61,slightest shock could calse the ship to go up in flames . we
61,'ve taken precautions and several batches have already reached port safely . The
61,remaining will travel with our weapons . even
61,"wiith only what we have now , no one would be able to stop 4s . good"
61,i believe all of us know what to do . This
61,meeting is adjourned . Gick
61,Huh ?
61,a
61,tattoo ?
61,and
61,what is that smell ?
61,u
61,k 7np Wait the messenger is not with them : ) Did
61,he disappear out of thin air again ?
61,!
61,Cmkl
61,Ilost the messenger . we
61,need to go find him . i
61,saw him g0 to the other side of the garden . Could
61,he have gone back inside ?
61,he
61,has a bird face . might
61,not be the best idea . Just
61,follow me Stop glard . hum
61,: kieran there 's someone coming from the other side too t 7 they
61,'ll corner 4s . c'm
61,"on , c'm on !"
61,7ap
61,J ) k
61,"sj cuiuk | Great idea , good luck seeing when the way is clear . if"
61,you 'd shut up i could listen for their footsteps . Myeah
61,", problem is i 'm hearing footsteps from the corridor , not the patio . @nd"
61,Aaahhhi finally !
61,the
61,restrooms !
61,cl
61,A
61,a a !
61,Assassinsi
61,aaahhhii !
61,!
61,Milady
61,?
61,?
61,milady
61,!
61,!
61,!
61,fear
61,nothing milady !
61,i
61,shall protect you with my brussel sprout attacksi s zw
61,What has frightened you ?
61,two
61,assassins !
61,armed
61,!
61,they
61,were th Wait
61,they are goneii !
61,?
61,?
61,?
61,It
61,was an ambushi i
61,m sure they were here to kill my handsome butleri !
61,milady
61,"please calm down , where did they go ?"
61,I
61,wo nt let anyone touch my princely butleri milady where did they Oh
61,my milady dazzling butler . you
61,re alivei !
61,milad
61,i m not getting paid enough for this sh*t . Mr.
61,"butler , did you see the men she 's talking i was sooooo scared to lose you my statuesque butleri No . you"
61,re alivei !
61,Where
61,zp ^ is the Exit ?
61,?
61,!
61,kp
61,^ Tap
61,Storage room staff only Do you think the lady crazy ?
61,there
61,'s literally no one she always does that
61,"she ' drunk , she 's probably hallucinating mean she did mistake private dining booth for toilet wait , did you lock the storage room when you 4sed earlier ?"
61,fhiki
61,helen ?
61,told
61,you to always ock the storage room !
61,uk
61,seei it 's still unlocked !
61,gkl
61,' we 've already had costumers steal from us the boss wo n't be happy happens again !
61,i
61,'m sorry !
61,remember
61,next time !
61,There
61,"'s no lock on this side of the door , it ca n't even be picked . '"
61,ithink were stuck Here for a while .
62,There
62,'s no lock on this side of the door . it
62,ca n't even be picked . The
62,carmine camelia closes around 3 am il kick the door open when there 's no one around i suppose that means we have to wait if we want to avoid more commotion . Provided
62,nobody needs something from this storage room before then : Looks like our night time excursions are as chaotic as ever . i
62,'m sure it would 've gone just fine if i had n't crossed paths with you . And
62,you would n't have if my transmitter did n't die on me as soon as i arrived I would 've gladly stayed on the rooftops . yeah
62,", me too . Sgk"
62,. Wait
62,what ?
62,!
62,you
62,planted a bug inside the room ?
62,of
62,course . do
62,they not teach that in police school ?
62,tp
62,It 's surveillance mission basics . So
62,. the
62,signal interference . what
62,do you mean ?
62,Of
62,course i planted a bug in the meeting roomi * scream whispering Pia And
62,everything was going just fine the transmission was crystal clear v until interference from your device messed it up !
62,qoqqqc
62,zipp That
62,'s why i had to get closeri so
62,we had the exact same idea : What kind of sick joke is this ?
62,i
62,ca n't believe i ended up in this situation . i
62,") khz "" I i ca n't gvlp i can still feel his grip i ca n't stay here and i ca n't leave goddamnit . Just"
62,stay away . Please
62,"turn on your sound Purple hyacinth Episode Do n't be stupid , lauren you have better things to do than panic . With"
62,all this ; i barely wrote anything down . flemmings
62,mentioned febrlary 14th as the date of their last delivery . There
62,was one woman i had n't heard about before . ) dark
62,"hair , about 5""8 , in her forties no name they have an undergrolnd hideolt to store their smuggled weapons specifically and"
62,she seemed to be in charge of it I ptrogy and the nitroglycerine 70 cerine { orc The allendale tragedy will only look like a tiny sparkler compared to what 's to come . This
62,is so much worse than i anticipated . Do
62,. do
62,you have any idea who that black haired woman could be ?
62,No
62,. i
62,'ve never seen her before her name was n't on the list might take a while to find her the man with the scarred face should be easier to track although i 've never seen him before either he 's the associate they were waiting for from overseas what about the hideout ?
62,any
62,ideas ?
62,i
62,was already trying to find where they were hiding the weapons and But no progress on that yet we have n't made much progress at all we 've got no idea who the seventh apostle is . no
62,way to get to the leader . and
62,tonight we only learned they are planning to put ardhalis to fire and blood . The
62,others all believed they were stirring a civil revolution but with all the nitroglycerine . we
62,know we have until february 14th . the
62,apostle does n't want to unleash the apocalypse upon us before that . that
62,still gives 4s two months to defuse the bomb . It
62,'s allendale tragedy all over again . i
62,'m one of the few who know a terrorist attack is about to go off . and
62,yet i 'm still completely in the dark . two
62,months i suppose it 's better than one hour Blt nothing 's preventing them from moving up the date . So
62,many people died Nn how many more people will if i do nt make it in time ?
62,oh
62,"dylan fotoesh vketr wujt "" Look"
62,"i this might not be the best moment , but . I"
62,know olr deal is off and the last thing you 'd want to do is to speak with me . i
62,also know you are probably scared for your coworkers and friends . I
62,wanted to tell you . i
62,will not get involved with them outside of the office nor put them in any danger . not
62,even if i 'm ordered to . There
62,'s a lot at stake right now But
62,at least . Do
62,n't worry about that . I
62,tholght about what happened . The
62,prison tower . You
62,were right . gp
62,pp I was the one who broke our agreement and yolr anger was justified . The
62,way i reacted was n't . i
62,do n't expect you to forgive me . Nor
62,am i asking you to . I
62,just want you to know that i will not calse you more harm than i already did . I
62,sincerely mean it . Yol
62,know there was n't a single lie in there . and
62,i hope you can hold on to that About your friends ' safety at the precinct if nothing else . Ka
62,Cmkf I 'm off . pkt
62,pkf Me too . good
62,night see you . Uhz
62,"8 5 mtar Pn p kys9ie ] ika aa hue aewa november 26th , xx17 terrible car accident carrues the sinclairs and their drive What is your angle , lauren ?"
62,4
62,reper iby botb ; explo sapdrja
63,As
63,"if a brewing revolution was n't dreadfll enough , Now there 's the possibility of a second attack , even more horrific than allendale ?"
63,and
63,if i ca nt stop it . know
63,you never meant ?
63,o
63,"kill me : I did n't sleep a wink last night , again . Sigh"
63,i really sholld especially if i 'm going to deal with him on top of everything He apologized sort of slrprising considering the cosmic size of his ego and that he never says what he 's feeling . he
63,"was n't lying , but still i ca n't bring myself to trust his words . To"
63,trust him he 's an assassin and i sholld remind myself not to forget that Uhgh Purple hyacinth Episode 60 Ms. desroses i brought some coffee oh
63,!
63,thank you kieran !
63,that
63,"'s really nice of you my pleasure Coffee , officer randall ?"
63,no
63,okay theni What
63,"about you , sergeant ladell ?"
63,lieutenant
63,hawkes ?
63,i'l
63,"gladly take one , yes . ill"
63,"take everything you 've got , kieran . I"
63,love a hot cup of coffee . And
63,please . call me kym Haha
63,i 'd run out of coffee .but i
63,can make more if you wish Ahhh is nt he perfect ?
63,Do
63,nt i
63,"ca nt human cont act ladell , when you 're done swooning over the new recruit i need you to h hvf"
63,I
63,'m only being nice !
63,You
63,are being scary that 's harassment kym . i
63,'ve half a mind to report you . Do
63,i detect jealousy willame ?
63,Scared
63,you have competition for precinct prince ?
63,you
63,make me so tired . i
63,ca n't even remember life before kieran . Maybe
63,"your unfinished paperwork will help remind you : you know , the dusty pile due tomorrow ?"
63,Mr.
63,"white , could you please grab sergeant ladell 's molntain of reports . before"
63,people start mistaking them for furniture ?
63,if
63,it 's kieran delivering them to me il review the whole precinct archives . Oh
63,", good morning , officer sinclair !"
63,coffee
63,?
63,Am
63,i so sleep deprived i m hallucinating ?
63,Officer
63,sinclair ?
63,I
63,"appreciate the offer , but no thank you : error 10 It"
63,'s alright . after
63,"all , no need for coffee after a restful night !"
63,Right
63,. nothing
63,better than a restful . night
63,. wanna
63,die ?
63,Good
63,morning all !
63,william
63,?
63,kym
63,?
63,come
63,"with me , please ?"
63,u
63,I need to have a quick word with you before you go on patrol : What 's up detective march ?
63,il
63,get straight to the point . this
63,is a list of potential lune suspects i struck off the names of the officers and detectives involved in the golden clover raid the night of anslow 's arrest and everyone else whose alibi has already been verified nothing guarantees lune is from our precinct . but
63,"hermann requested we look more closely into this list cuack Lila , andrew , grace , lukas , lalren . Feels"
63,"wrong , does n't it ?"
63,Like
63,we 're on a manhunt It /s a manhlnt . both
63,the phantom scythe and the police are out for blood . even
63,"if we find who 's behind those files , exposing lune 's identity would be a death sentence . randalt"
63,just look at what happened to the people they turned in . hudrtw
63,"lawts grau rivtrhod lvkas larta sidais How do you manage , knowing what 's to come ?"
63,you
63,'re right to tell the truth . I
63,do n't think we can blame an individual for going around the system to defend the ideals and values that the system fails to protect . the
63,way we 've responded to the phantom scythe over the past decade is just as egregious as how we 've failed to deal with the injustices constantly perpetrated in our city the current structure is far from perfect . it
63,'s often not even fair or right lune 's actions are also in this grey zone Neither completely right nor completely wrong . i
63,ca n't help but feel like we 're shooting ourselves in the foot by trying to break lune 's anonymity . Yet
63,we must becalse we all answer to the same law : and it is our duty to protect that law as we are now we ca n't fix the system or its past wrongs but at least we can make sure the right people are accused and that the innocent ones are protected I know it 's not an easy task . not
63,for any of us some of the names on this list are my friends and some are yours lalren was one of my most promising recruits i know how close you three are she 'd be your boss by now if she 'd kept her rank hahaha !
63,maybe
63,my point is you must remain impartial . no
63,"matter the culprit this is what hermann chose 4s for Pa You can count on us , march . We"
63,'ll uphold our oath to the apd . Yes
63,", you can count on 4s"
64,Yes
64,", you can count on 4s . Purple"
64,hyacinth Episode No lauren . no
64,patrol for you today either . But
64,i 'm fine nope tlnk enz I 'd be more worried about how she learned that . he
64,"went silent last year , do you think she 's been in contact with him ?"
64,or
64,with The other passengers ?
64,i
64,think so there were only two phantom scythe members in there besides me . Robin
64,"delaney and the driver Robin was eliminated , so the driver is the only one who could have told the tale . All"
64,"these years , everyone believed he died in the car crash with my parents . i"
64,remember that day perfectly . my
64,"parents left with sandman in the morning aewa november 26th , xxi terrible car accident carrues the sinclairs and their dri !"
64,fema
64,Three bodies were recovered from the car : i 'm sure of that Coo Archives stops We keep autopsy reports here for fifteen years before moving them to apd national archives . our
64,family home was in the 11th precinct . My
64,parents ' autopsy report must still be there . archivesl
64,I
64,"really should n't , but ibtkale It"
64,'s now or never quick . reak
64,"You here in hopes of breaking another of my ribs , officer ?"
64,Ah
64,you 're there . Do
64,n't be so disappointed . yshut
64,I 'm an archivist this is my new lair . when
64,i 'm not out there spying on the phantom scythe investigations . On
64,"a side note , your classification system is a mess . Re"
64,shelve everything if you want you must be bored out of your mind with no one to kill right now . 70
64,Perhaps
64,i could help you if you told me why you 're here . i
64,'ll be fine . this
64,used to be my lair too i
64,know exactly what i 'm looking for . September
64,october november december xx17 xx17 xx17 xx17 january xx Alexander
64,sinclair rachel sinclair abel sandman peport Captain hermann !
64,good
64,evening !
64,hermann
64,?
64,!
64,crapi
64,no !
64,cud How
64,'re you doing mr . white ?
64,i
64,hope our filing system is n't too overwhelming . with
64,"all due respect , a lot of it 's just haphazardly thrown on the shelves . I"
64,'ve started to sort everything in alphabetical order . And
64,cataloguing all of it for easier access . it
64,"'s a lot of work , but i 'm getting there . Wonderful"
64,' i
64,'m glad we 've hired someone with as much initiative as you !
64,t
64,"Come with me , i need your assistance do n't forget to lock the archives door oh"
64,come on not againi stop locking me in places let me just put these files back first !
64,@ulee
64,@hne It
64,'ll only be a minlte . Come
64,to my office when you 're done . By
64,"the way , have you seen lauren ?"
64,I
64,could n't find her anywhere . She
64,had to stay behind becalse of her concussion . yeah
64,", she"
64,'s right there behind the bookshelf . Tlmp
64,hahahahai i
64,"really like you , mr white !"
64,you
64,make me lalgh !
64,she
64,"ca n't be here , we changed the code specifically so she could n't get in Mhmm ; i ve been told but"
64,no i have n't seen her . okay
64,!
64,i'l
64,be in my office . @utk
64,Thank you for covering for me pleasure but
64,why sneak in ?
64,and
64,while we 're at it why are you banned from the archives ?
64,do
64,your job and figure it out yourself mole I
64,"'m sure hermann will gladly share : ah , by the way , my spying turned up a hunt for lune suspects in the precinct . detective"
64,march and your two best friends are leading it . Your
64,name is on the list Kym and will ?
64,i
64,'m not surprised they suspect me : i have n't been at any of the phantom scythe arrests lately I 'm shocked hermann has n't already pinned it on me . he
64,does n't seem to like you very much . The
64,feeling is mutual lalren ; wait . about
64,the nitroglycerine i think i might have a lead . I
64,'m listening . That
64,night they mentioned an underground hiding place . there
64,'s a few places i think we should check . especially
64,in the poorer neighborhoods . Greychapel
64,", specifically . I"
64,see . if
64,it were n't for the ticking bomb over all our heads . i
64,would remind you that i do n't want anything to do with you . I
64,remember do n't worry But the problem at hand is bigger than either of us . With
64,those kind of explosives they must have hired handlers who understand dangerous chemicals . il
64,look through the records for anyone known for nitroglycerine . il
64,keep looking for the brunette woman from yesterday . good
64,I m going to greychapel tomorrow night . will
64,you come ?
64,i'l
64,meet you at st . lawrence bridge at ten . That
64,'s fine by me . see
64,you there . do
64,n't be late . See
64,you there for what ?
64,Kym
64,?
64,!
64,will
64,?
64,!
64,you
64,re already back ?
64,It
64,"'s the same time patrol always ends , lalren . Do"
64,n't change the subject . it
64,"'s not our place to ask , but i admit i 'm also curious . Oh"
64,", lauren , you did n't even tell your friends ?"
64,Tell
64,them what ?
64,!
64,Well
64,. i
64,gless we ca n't hide it for much longer . No
64,", kieran what are you doing ?"
64,You
64,ca nt tell themi Lauren and i are dating hh
65,Purple
65,hyacinth Episode Lauren and i are dating I ih Hw
65,What
65,?
65,!
65,Wait
65,you guys are dating ?
65,?
65,How
65,is that possible ?
65,since
65,when ?
65,Yeah
65,"lalren , you never told 4s about this . How"
65,could you hide this from us lauren ?
65,i
65,thought we were besties I
65,it 's my fallt . i
65,asked her not to talk about it yet
65,becalse
65,i did n't want it to interfere with hiring decisions . considering
65,"we 're now coworkers I totally understand , we wo n't ask I want to know everything !"
65,how
65,did you two meet ?
65,kym
65,", why are you doing this to me ?"
65,we
65,met about two months ago eaxl Yeah
65,", the first time was in a cafe . I"
65,was stunned by her eyes . Somehow
65,i could n't forget them : more pensive eyes blllsh*t . wait
65,"that was n't a lie So you 've been on dates with him , huh ?"
65,lauren ?
65,barely
65,"only a few times we went to a fancy restalrant in the 1oth district for our first date , l'arlequin almost a month ago actually that was in late november . but"
65,i think i did n't disappoint considering she agreed to go out with me again november ?
65,that
65,'s around when we captured anslow ah yes !
65,hard
65,"to forget such a beautiful night You know , when he admitted he liked me , he was so emotional !"
65,i
65,never knew he could be so sensitive like a little puppy . practically
65,trembling He was so cute . well
65,her beautiful eyes are always so pensive sometimes it 's hard to tell what she 's thinking . clkt
65,I was nervous the feeling might not be reciprocated !
65,but
65,when i told her my feelings . She
65,was so happy she nearly cried hey there you lil ' sht . Awwww
65,?
65,that
65,'s so romantic !
65,do
65,you two always meet at midnight ?
65,Neither
65,"of us has much free time unfortunately so we got in the habit meeting at lngodly hours , haha !"
65,awwwi
65,"will , just imagine all the nights they spent together at his place or under ardhalis ' pale moonlight !"
65,orchestrating
65,their next encounter . and
65,"saying goodbye to each other at dawn ky aaaahhi of Kym . turn off your telepathy , please . So"
65,"that 's why you 're always tired , is n't it , lalren ?"
65,spending
65,your nights with this charming young man instead of sleeping ?
65,i
65,guess i plead guilty Ky aaawi !
65,this
65,is so cuite !
65,!
65,!
65,i
65,"m so proud of you , lauren my girl is finally getting somei !"
65,And
65,you said kieran was n't your type oh
65,"lalren , i 'm glad to know you still have eyes alright , ladellc enough , you have work to do and they do n't deserve this shv do n't worry , i'l make sure nobody at the precinct learns about this from us If that 's what you 'd prefer . Oh"
65,!
65,with
65,"all this , i almost forgot hermann needs to see me in his office !"
65,i
65,have to go !
65,see
65,you later !
65,and
65,i i think i 'll go home i suddenly have a headache i sholld go rest see you monday guys !
65,archives|
65,I have to leave early too . please
65,do n't set the precinct on fire in my absence . fip
65,@p thodsh Good evening young master . good
65,"evening 7ackk Hngg , i 'm so tired !"
65,i
65,have n't sat down since this morning !
65,and
65,i still have to clean the library and the little salon !
65,D'you
65,think you could take one ?
65,your
65,shift started later . stop
65,complaining I already had to cover your dish duty even though my wrist is killing me . and
65,i have to do all the bedrooms in the left wing . well
65,i would n't have asked if i knew you were so salty about it . hnnggg
65,all this becalse anna 's on sick leave again !
65,Good
65,"evening blanca , jane . Hahaha"
65,!
65,sorry
65,if i startled you : i 'm afraid i overheard your conversation : oh we 're so sorry mr hawkes !
65,we
65,it was n't our intention do n't worry do n't worry !
65,you
65,"'ve nothing to apologize for , you both look very tired . The"
65,"salons and the bedrooms will not burst into flames if they are n't cleaned daily My father is out tonight , he wo n't know the difference . You"
65,are too kind mr . william ?
65,Ms.
65,johnson ; i 've brought a splint for your wrist stabilizing it will hopefully reduce the pain and the risk of injury . but
65,please get it checked by a doctor if the discomfort does n't subside . Oh
65,"mr william , you should n't have , thank you so much . il"
65,be careful !
65,it
65,'s my pleasure . yolr
65,hard work is appreciated but yolr health comes first . you
65,may take the evening off Il just prepare your bedroom first !
65,Il
65,"take care of it , blanca . i'l"
65,see you two around !
65,Oh
65,", i wish my son was like him : already lieltenant at his age . i"
65,heard he 's a prodigy !
65,he
65,surely is . he
65,succeeds in everything he tries . And
65,he 's always so charming !
65,even
65,too us !
65,whoever
65,ends up marrying him will be so lucky !
65,I
65,'m glad he 's home a lot more of lately . Cllk
65,Claok Idll Plp clau Ijkl
66,Sholld
66,probably get some sleep before i check out the other precincts . feels
66,like it 's going to be a long night again . Lieltenant
66,"hawkes , i typed up the schedule you asked for !"
66,Is
66,there anything else you 'd like me to do . ?
66,lieutenant
66,?
66,hm
66,?
66,is that the schedule ?
66,thank
66,you . Hm
66,?
66,where 's his usual cloying charm ?
66,woohh
66,!
66,let
66,'s g0 make a campfire with our paperwork everyonei !
66,hnu
66,"; zklde Lieutenant hawkes , sergeant ladell @au ' A"
66,word please ?
66,Pan
66,g vang ?
66,Bantl
66,Aaa what a strange day the reports you sent headquarters were full of mistakes and unrepresentative of the quality the 11th precinct is trying to uphold . ladell
66,'s part was fine but because of yours it all looks sloppy hawkes unacceptable this does't send very good image of you to our higher ups bint / bhnf I 've never seen him get scolded like that never seen him make a mistake either . his
66,work is always so infuriatingly perfect all the time ; bami I should probably get changed and go home . First
66,lalren and now will everything seems off . a
66,"date she never told me abolt tup It was a relief kieran said she was at l'arlequin the night of anslow 's arrest we officially crossed her off the list but if it 's really as i suspect , what will william do ?"
66,Huh
66,?
66,what
66,'s he still doing here ?
66,it
66,'s almost nine . olr
66,shift ended hours ago Why are you still here ?
66,vengefully
66,halnting the precinct ?
66,Oh
66,; it 's you : I 'm fixing the paperwork for hermann : V
66,he was right How
66,did i even let that happen ?
66,when
66,was the last time he slept ?
66,this
66,looks like a crime scene and you 're the corpse . chmle
66,"Only a few pages left , it 's okay , you can leave . it"
66,'s not like the quality of your work will miraculously improve if you drool on it c'm on ; g home you 're going to give lila a heart attack if you sleep here it 's my duty as sergeant to prevent that you know ?
66,kym
66,", please stop ( i I have to fix this . i"
66,ca n't leave until i do . Well
66,i guess as sergeant it 's my job to help the lieutenant finish !
66,I
66,do n't want to get scolded by hermann again either . that
66,was scary Wow
66,. behaving
66,like a proper sergeant ?
66,am
66,i hallucinating ?
66,Yes
66,", this is all a dream , lieutenant . it"
66,would never happen in real life . do
66,n't even think about it . Haha
66,. please
66,"turn on your sound Purple hyacinth Episode Kym , why are you walking me home ?"
66,i
66,'m not a child . also
66,", why are you holding me ?"
66,it
66,'s okay i
66,can walk . Because
66,if i do nt You ll falli ( elease gfe See ?
66,Ah
66,", of course . so"
66,does that mean my sergeant actually cares about me ?
66,(
66,pelewv What the hell ?
66,!
66,#
66,cough * actually pofl hey !
66,I
66,'m escorting you becalse
66,i
66,need to confess something really important . and
66,. i
66,could n't say it around the precinct . William
66,", i I m lune I"
66,knew it this is n't real how do i wake up from this nightmare ?
66,Seriously
66,what would you do if i was lune ?
66,then
66,. i
66,guess i 'd finally have an excuse to fire you : Owowow
66,okay and what if . it
66,'s really one of our colleagles ?
66,sqwee
66,quue Someone you 're close to ?
66,what
66,would you do ?
66,I
66,do n't know . Actually
66,"have something to give hermann , i gless . So"
66,you 'd valle yolr duty over friendship ?
66,it
66,'s not really about what i valle . it
66,'s what . people
66,expect me to do . What
66,i want always seems to be in conflict with what is wanted of me . I
66,guess it 'd just be nice if i did n't need to act so perfect and restrained all the time . that
66,'s all . Haha
66,why are you looking at me like that ?
66,Sorry
66,i said too mlch . ugh
66,", i never complain like this . shake"
66,Maybe sleep deprivation is getting to me . let
66,'s go . you
66,?
66,restrained
66,?
66,Are
66,we talking about the same person ?
66,you
66,'ve never restrained yolrself with me . Actually
66,it 'd be nice if you 'd stop yelling at me sometimes
66,i know it 's hard to believe but
66,"i have feelings too , you know anyway sigk i"
66,do n't know what 's going on exactly but
66,But eh . Yeah
66,"okay , let 's go covch Ahh !"
66,home sweet home !
66,still
66,do n't know why you do n't live at your dad 's mansion . clak
66,' thow Tea time !
66,eh
66,"ithink ill pass The last time you treated my wounds , you fed me some weird tea that gave me the runs for a week !"
66,well
66,", i 'm glad , because you deserved every bit of it !"
66,Why
66,is she so messy ?
66,Clhng/
66,Hm ?
66,What
66,was that sound willame ?
66,tp
66,7p
66,is everything alright n
66,d i
66,think It 's broken 09 8 { (
67,At
67,"least i found a few names Questions , questions , only questions the weapons operation is n't any clearer what 's the link between flemmings ' circus tickets the stains on his clothes and the nitroglycerine ?"
67,febrlary
67,17th . so
67,close to the date of the last scheduled nitro delivery it ca n't be a coincidence what does it mean ?
67,please
67,turn on your sound t0ss 0 9 circus Purple hyacinth Episode I m sorry
67,Ithink
67,i broke it i
67,"It 's okay , will ' you do n't need to apologize How come i m always messing up ?"
67,4p
67,"hey , will , listen to me it"
67,'s fine !
67,seriously
67,"I know this watch is really important to you , kym please let me fix it !"
67,you
67,do n't need to fix it . Just
67,just give it to me . no
67,i have to fix this !
67,You
67,"do n't always have to fix everything , will !"
67,Hvtf
67,Hvrf Inhale It
67,was already broken . Sih=
67,I think i should go Please get some sleep Pat Chuk 0 hh He
67,'s so different when he plays . Almost
67,like he 's letting himself be free it 's the only time i 've seen him like that When the night is falling And
67,you have lost your way . ah
67,. the
67,song from the music box . I
67,did n't think someone wolld ever sing it to me again : @lck L tiv e I 've missed it Sandman : sake : And robin delaney reperye dy colld this have any link to the pamphlets ?
67,cona
67,sagpdrayad| I
67,found nothing on the delaney in the city records . it
67,'s like he never existed and then how did sandman manage to fake his death ?
67,1
67,mne Lod4u The
67,"physical description fits but chel abel abel sandman 26th , xx17 date of death : ` estimated time : 11308 cause of death : car rec= to allow face is too from the fourth finger up sinclairi sinclair ander sandman report november accident ' facial charred phalanx : description : proximal Sinclair rachel sinclair alexander report sinclair alexander xx Of"
67,0i body due to the all the november ' death : [ ' 11.30 bate time : accident : ( estimated = car ' death : t cause = explc car 's over burns = severe description : Uncle tristan !
67,Khbh
67,You
67,"will need to be strong , little ren . Do"
67,you think it was sandman 's fallt ?
67,it
67,was moutain road high risk of landslides . maybe
67,the brakes malfunctioned The car was so wrecked by the fall down the ravine . it
67,would be impossible to tell . We
67,never had an argument we colldn't settle . The
67,leader wants you to find the traitors hiding under the name of lune and kill them . I
67,wonder how mlch longer his patience will last It I
67,runi ww Yoi !
67,"don""|"
67,"n way : : have 10 hx wviryiiiino , Kh"
67,Mh Shiff Thp t#p tap It
67,'s been a while Has n't it ?
67,Song
67,: the lullaby composed by sophism lyrics by ephemerys male singer : sai sigh can.sing female singer : evelyne blais evey blais humming : @kymcanshootme voice over : sophism
68,Tristan
68,", so good to hear your voice !"
68,it
68,'s dakan . Oh
68,", dakan , it 's been so long !"
68,is
68,everything alright ?
68,Yes
68,", yes , do n't worry !"
68,sorry
68,for calling this late . i
68,know i promised you and ren i
68,would stop by but
68,i have n't had minute for myself !
68,not
68,"being a very good godfather , i 'm afraid . it"
68,'s alright she understands and so do i It
68,must be hectic at the palace right now . with
68,all this purple hyacinth business . Like
68,you would n't believe ?
68,is
68,ren asleep already ?
68,i
68,'d like to talk with her a bit if she is n't . she
68,'s not home unfortunately !
68,she
68,"went out on a date just an hour ago Ah , in that case . do"
68,you have moment tristan ?
68,Mtt
68,"Ready for our "" date "" officer ?"
68,Okay
68,", okay"
68,"sorry that was inappropriate , i take it back !"
68,I
68,suppose i should thank you for coming up with an alibi for kym and will . but
68,i wolld be even more grateful if yu never ever mention it again . Duly
68,noted . while
68,we 're on it . .why
68,l'arlequin
68,specifically ?
68,An
68,old . friend of mine works there . i
68,asked him to add our names to the reservation bok for the night of november 30th . if
68,"your friends check on it , they 'll see we were both there when anslow was arrested . hmm"
68,", i see . clever"
68,. So
68,", where do we start ?"
68,Please
68,turn on your sound Purple hyacinth Episode The poorer neighborhoods of ardhalis are full of abandoned buildings . Old
68,"factories and shops with plenty of "" underground "" storage space . geyhhpelx"
68,timest Shut down by the police . no
68,one ever checks them after the phantom scythe thrives on abandoned places and people . so
68,you think the weapons and nitro might be hidden here ?
68,Perhaps
68,. worth
68,"looking , at the very least Any other specific phantom scythe halnts ?"
68,there
68,'s a whole network of subterranean hideouts and passages . i
68,'m sure i barely know a quarter of it . we
68,call it the underworld . Most
68,"of the buildings look perfectly normal on the surface , like the carmine camelia . What"
68,about the grim goblin ?
68,i
68,'ve never been able to find it . that
68,'s becalse it
68,'s underground . you
68,ca n't find it unless you already know where it is . care
68,to explain ?
68,Nope
68,. knowing
68,"you , you 'd rln straight there . and"
68,i 'm not letting an innocent little lamb like you walk into the lions ' den . How
68,considerate . Let
68,'s start here . I
68,ca n't believe i 'm here cooperating with him just like before . But
68,i would n't even have known about these places without his help This is what the pamphlets were denouncing over a decade ago pacifist protest groups like the snapdragon were neither listened to nor remembered . and
68,then . the
68,phantom scythe resorted to violence to be heard . What
68,"they 've done is horrible , it does n't justify the killings but the people 's frustration and dejection must have been legitimately abysmal . Still"
68,nothing . It
68,'s almost dawn and we still have n't found anything !
68,we
68,'ve gone through eight of them already !
68,Looks
68,like the group that 's left is n't as amatelrish as the others . prepare
68,to pull a few all nighters before we find our bomb . that
68,"is , if it does n't explode first . It"
68,'s not enough !
68,we
68,should inform the althorities . my
68,"uncle is the chief of police , surely that will play in our favor . ludicrous"
68,to think we could stop the phantom scythe Let alone a civil revolution on our own !
68,ah
68,", see , that 's where you 're wrong . We"
68,are n't trying to stop the revolution . It
68,must happen for this to change . We
68,'re trying to stop the terrorists among them : from slaying hundreds of innocents for their own selfish reasons . And
68,if you want your uncle 's head t stay on his shoulders . keep
68,him out of this . you
68,know what happens to people who know too much in this city we really ca n't tell anyone . Hey
68,"do n't panic , lalren . it"
68,will do you no good . We
68,have n't played all our cards yet . we
68,'ll come back tomorrow and search other locations . i'l
68,continue to keep an eye out for that dark haired woman and the scarred man . his
68,name is tim sake . We
68,. might have crossed paths when i was still a detective . He
68,"'s been in the phantom scythe since its early days , was a bomber at allendale . apart"
68,from that i do n't know anything useful . I
68,see . let
68,'s not linger here any longer . we
68,'re done for the night . Tnm
68,& sons | orion & gl ore rek & x sons orion 7cy nad 7 # t4 netuav . (
68,) butis paiak sons ofton sâ‚¬ & sons orion Lalren ?
68,i
68,"i have to check something av f orionrsons ( p Careful , officer !"
68,was
68,that necessary ?
68,Bop
68,Ubuo ofton sons 1 ' .1 ' ince xx7 ) taterbury atu 3n
68,unc What
68,are you doing ?
68,Grel
68,?
68,crul
68,Pamphlets ?
68,a
68,a couple of days ago i discovered a protest grolp they predated the phantom scythe . the
68,snapdragon apparently they used this shop to print their pamplets . i
68,found it peculiar i 'd never heard of them : especially considering their rhetoric . I
68,"do n't know why , but i ca n't shake the feeling . 54"
68,thportasts Wait that 's . not
68,ink No
68,[ 206 m Bullet holes Something terrible happened here It
68,'s a murder scene Welcome to greychapel
69,Good
69,"morning , laureni you 're just getting home ?"
69,how
69,was your date ?
69,Oh
69,uh t'was good . For
69,someone who spent the night out you do n't seem very enchanted by the experience . By
69,"the way , dakan called last night !"
69,just
69,after you left . Oh
69,"damn , i would 've liked to talk to him !"
69,i
